PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31427405","Oral antibiotic use and risk of colorectal cancer in the United Kingdom, 1989-2012: a matched case-control study","Zhang J, Haines C, Watson AJM, Hart AR, Platt MJ, Pardoll DM, Cosgrove SE, Gebo KA, Sears CL.","Gut. 2019 Nov;68(11):1971-1978. doi: 10.1136/gutjnl-2019-318593. Epub 2019 Aug 19.","Zhang J","Gut","2019","2019/08/21","","","10.1136/gutjnl-2019-318593"
"31416636","Efficacy and Safety of Combination Pharmacotherapy for Patients with Overactive Bladder: A Rapid Evidence Assessment","Gratzke C, Chapple C, Mueller ER, Robinson D, Rolland C, Staskin D, Stoelzel M, Maanen RV, Siddiqui E.","Eur Urol. 2019 Dec;76(6):767-779. doi: 10.1016/j.eururo.2019.07.010. Epub 2019 Aug 13.","Gratzke C","Eur Urol","2019","2019/08/17","","","10.1016/j.eururo.2019.07.010"
"31397688","Perioperative laboratory monitoring in congenital haemophilia patients with inhibitors: a systematic literature review","Hart DP, Hay CRM, Liesner R, Tobaruela G, Du-Mont B, Makris M.","Blood Coagul Fibrinolysis. 2019 Oct;30(7):309-323. doi: 10.1097/MBC.0000000000000840.","Hart DP","Blood Coagul Fibrinolysis","2019","2019/08/10","","","10.1097/MBC.0000000000000840"
"31393536","Acute Retinopathy in Pseudoxanthoma Elasticum","Gliem M, Birtel J, Müller PL, Hendig D, Faust I, Herrmann P, Holz FG, Adamus G, Charbel Issa P.","JAMA Ophthalmol. 2019 Oct 1;137(10):1165-1173. doi: 10.1001/jamaophthalmol.2019.2910.","Gliem M","JAMA Ophthalmol","2019","2019/08/09","PMC6692665","","10.1001/jamaophthalmol.2019.2910"
"31392906","Decision points for individualized hormonal stimulation with recombinant gonadotropins for treatment of women with infertility","Lunenfeld B, Bilger W, Longobardi S, Kirsten J, D'Hooghe T, Sunkara SK.","Gynecol Endocrinol. 2019 Dec;35(12):1027-1036. doi: 10.1080/09513590.2019.1650345. Epub 2019 Aug 8.","Lunenfeld B","Gynecol Endocrinol","2019","2019/08/09","","","10.1080/09513590.2019.1650345"
"31375217","An Ex Vivo Evaluation of Tomographic 3-D Ultrasound, B-Mode Ultrasound, CT And MR Imaging to Measure Artery Diameter, Length and Wall Volume","Rogers S, Carreira J, Thompson R, Morais A, Miller C, Wein W, Ghosh J, McCollum C.","Ultrasound Med Biol. 2019 Oct;45(10):2819-2829. doi: 10.1016/j.ultrasmedbio.2019.07.002. Epub 2019 Jul 30.","Rogers S","Ultrasound Med Biol","2019","2019/08/04","","","10.1016/j.ultrasmedbio.2019.07.002"
"31372711","Fracture prediction from self-reported falls in routine clinical practice: a registry-based cohort study","Leslie WD, Morin SN, Lix LM, Martineau P, Bryanton M, McCloskey EV, Johansson H, Harvey NC, Kanis JA.","Osteoporos Int. 2019 Nov;30(11):2195-2203. doi: 10.1007/s00198-019-05106-3. Epub 2019 Aug 2.","Leslie WD","Osteoporos Int","2019","2019/08/03","","","10.1007/s00198-019-05106-3"
"31332497","Scan preparation for patients with type I diabetes treated with continuous sub-cutaneous insulin infusion (CSII) pumps","Krause B, Barrington S, Cranston I.","Eur J Nucl Med Mol Imaging. 2019 Oct;46(11):2217. doi: 10.1007/s00259-019-04423-3. Epub 2019 Jul 23.","Krause B","Eur J Nucl Med Mol Imaging","2019","2019/07/24","","","10.1007/s00259-019-04423-3"
"31329837","Aortic growth rates are not increased in Turner syndrome-a prospective CMR study","Mortensen KH, Wen J, Erlandsen M, Trolle C, Ringgaard S, Gutmark EJ, Gutmark-Little I, Andersen NH, Gravholt CH.","Eur Heart J Cardiovasc Imaging. 2019 Oct 1;20(10):1164-1170. doi: 10.1093/ehjci/jez065.","Mortensen KH","Eur Heart J Cardiovasc Imaging","2019","2019/07/23","","","10.1093/ehjci/jez065"
"31301640","Outcomes of emergency laparotomy in patients on extracorporeal membrane oxygenation for severe respiratory failure: A retrospective, observational cohort study","McCann C, Adams K, Schizas A, George M, Barrett NA, Wyncoll DLA, Camporota L.","J Crit Care. 2019 Oct;53:253-257. doi: 10.1016/j.jcrc.2019.06.021. Epub 2019 Jun 21.","McCann C","J Crit Care","2019","2019/07/14","","","10.1016/j.jcrc.2019.06.021"
"31279899","Donor outcomes in anonymous live liver donation","Goldaracena N, Jung J, Aravinthan AD, Abbey SE, Krause S, Pritlove C, Lynch J, Wright L, Selzner N, Stunguris J, Greig P, Ghanekar A, McGilvray I, Sapisochin G, Ng VL, Levy G, Cattral M, Grant D.","J Hepatol. 2019 Nov;71(5):951-959. doi: 10.1016/j.jhep.2019.06.027. Epub 2019 Jul 4.","Goldaracena N","J Hepatol","2019","2019/07/08","","","10.1016/j.jhep.2019.06.027"
"31270908","Vulnerabilities in diabetic eye screening for children and young people in England","Ibanez-Bruron MC, Solebo AL, Cumberland PM, Rahi JS; Diabetic Eye Disease in Childhood Study (DECS) group.","Pediatr Diabetes. 2019 Nov;20(7):932-940. doi: 10.1111/pedi.12887. Epub 2019 Jul 11.","Ibanez-Bruron MC","Pediatr Diabetes","2019","2019/07/05","","","10.1111/pedi.12887"
"31246642","Treatment of Incarcerated Impaction of Acetabular Fractures With Concomitant Osteochondral Femoral Head Fractures by the Use of a Posterior Wall Osteotomy and Surgical Hip Dislocation: A Novel Technique","Papachristos IV, Johnson JP, Giannoudis PV.","J Am Acad Orthop Surg. 2019 Dec 15;27(24):e1086-e1092. doi: 10.5435/JAAOS-D-18-00789.","Papachristos IV","J Am Acad Orthop Surg","2019","2019/06/28","","","10.5435/JAAOS-D-18-00789"
"31240424","Multiple primary malignancies associated with a germline SMARCB1 pathogenic variant","Eelloo JA, Smith MJ, Bowers NL, Ealing J, Hulse P, Wylie JP, Shenjere P, Clarke NW, Soh C, Whitehouse RW, Jones M, Duff C, Freemont A, Gareth Evans D.","Fam Cancer. 2019 Oct;18(4):445-449. doi: 10.1007/s10689-019-00138-4.","Eelloo JA","Fam Cancer","2019","2019/06/27","","","10.1007/s10689-019-00138-4"
"31197527","Correction to: Paclitaxel-coated balloon treatment for functionally nonsignificant residual coronary lesions after balloon angioplasty","Her AY, Shin ES, Lee JM, Garg S, Doh JH, Nam CW, Koo BK.","Int J Cardiovasc Imaging. 2019 Oct;35(10):1765-1766. doi: 10.1007/s10554-019-01629-2.","Her AY","Int J Cardiovasc Imaging","2019","2019/06/15","","","10.1007/s10554-019-01629-2"
"31164730","Cellular imaging of inherited retinal diseases using adaptive optics","Gill JS, Moosajee M, Dubis AM.","Eye (Lond). 2019 Nov;33(11):1683-1698. doi: 10.1038/s41433-019-0474-3. Epub 2019 Jun 4.","Gill JS","Eye (Lond)","2019","2019/06/06","PMC7002587","","10.1038/s41433-019-0474-3"
"31101546","Respiratory complications of metabolic disease in the paediatric population: A review of presentation, diagnosis and therapeutic options","Broomfield A, Kenth J, Bruce IA, Tan HL, Wilkinson S.","Paediatr Respir Rev. 2019 Nov;32:55-65. doi: 10.1016/j.prrv.2019.04.004. Epub 2019 Apr 12.","Broomfield A","Paediatr Respir Rev","2019","2019/05/19","","","10.1016/j.prrv.2019.04.004"
"31095956","Optic Disc Pit Maculopathy: New Perspectives on the Natural History","Bloch E, Georgiadis O, Lukic M, da Cruz L.","Am J Ophthalmol. 2019 Nov;207:159-169. doi: 10.1016/j.ajo.2019.05.010. Epub 2019 May 13.","Bloch E","Am J Ophthalmol","2019","2019/05/17","","","10.1016/j.ajo.2019.05.010"
"31087115","Paediatric intensive care admission blood pressure and risk of death in 30,334 children","Matettore A, Ray S, Harrison DA, Brick T, Macrae D, Peters MJ, Inwald DP.","Intensive Care Med. 2019 Oct;45(10):1482-1483. doi: 10.1007/s00134-019-05638-6. Epub 2019 May 13.","Matettore A","Intensive Care Med","2019","2019/05/16","","","10.1007/s00134-019-05638-6"
"31064706","Predictive factors for 28-day mortality in acute-on-chronic liver failure patients admitted to the intensive care unit","da Silva Boteon APC, Chauhan A, Boteon YL, Tillakaratne S, Gunson B, Elsharkawy AM, Ford A, Bangash M, Murphy N, Armstrong MJ, Rajoriya N, Perera MTPR.","Dig Liver Dis. 2019 Oct;51(10):1416-1422. doi: 10.1016/j.dld.2019.04.008. Epub 2019 May 4.","da Silva Boteon APC","Dig Liver Dis","2019","2019/05/09","","","10.1016/j.dld.2019.04.008"
"31009578","Attitudes towards Oral Health in Patients with Rheumatoid Arthritis: A Qualitative Study Nested within a Randomized Controlled Trial","Serban S, Dietrich T, Lopez-Oliva I, de Pablo P, Raza K, Filer A, Chapple ILC, Hill K.","JDR Clin Trans Res. 2019 Oct;4(4):360-370. doi: 10.1177/2380084419833694. Epub 2019 Apr 22.","Serban S","JDR Clin Trans Res","2019","2019/04/23","PMC6749794","","10.1177/2380084419833694"
"30981999","Impact of mass drug administration of azithromycin for trachoma elimination on prevalence and azithromycin resistance of genital Mycoplasma genitalium infection","Harrison MA, Harding-Esch EM, Marks M, Pond MJ, Butcher R, Solomon AW, Zhou L, Tan N, Nori AV, Kako H, Sokana O, Mabey DCW, Sadiq ST.","Sex Transm Infect. 2019 Nov;95(7):522-528. doi: 10.1136/sextrans-2018-053938. Epub 2019 Apr 13.","Harrison MA","Sex Transm Infect","2019","2019/04/15","PMC6860407","EMS84924","10.1136/sextrans-2018-053938"
"30968943","A sexy approach to pacemaking: differences in function and molecular make up of the sinoatrial node","Doris U, Kharche S, Petkova M, Borbas B, Logantha SJRJ, Fedorenko O, Maczewski M, Mackiewicz U, Zhang Y, Chahal A, D'Souza A, Atkinson AJ, Dobrzynski H, Yanni J.","Histol Histopathol. 2019 Nov;34(11):1255-1268. doi: 10.14670/HH-18-115. Epub 2019 Apr 10.","Doris U","Histol Histopathol","2019","2019/04/11","","","10.14670/HH-18-115"
"30875276","Factors, trends, and long-term outcomes for stroke patients returning to work: The South London Stroke Register","Sen A, Bisquera A, Wang Y, McKevitt CJ, Rudd AG, Wolfe CD, Bhalla A.","Int J Stroke. 2019 Oct;14(7):696-705. doi: 10.1177/1747493019832997. Epub 2019 Mar 15.","Sen A","Int J Stroke","2019","2019/03/16","","","10.1177/1747493019832997"
"30706748","Primary replacement for the management of exposed orbital implant","Curragh DS, Kamalarajah S, Lacey B, White ST, McNab AA, Kalantzis G, Dolman PJ, Selva D, Rajak SN.","Orbit. 2019 Dec;38(6):461-467. doi: 10.1080/01676830.2019.1573262. Epub 2019 Feb 1.","Curragh DS","Orbit","2019","2019/02/02","","","10.1080/01676830.2019.1573262"
"29891219","Corrigendum to ""Fear of birth in clinical practice: A structured review of current measurement tools"" [Sex. Reprod. Healthcare 16 (2018) 98-112]","Richens Y, Smith DM, Lavender DT.","Sex Reprod Healthc. 2019 Oct;21:108. doi: 10.1016/j.srhc.2018.04.007. Epub 2018 Apr 13.","Richens Y","Sex Reprod Healthc","2019","2018/06/13","","","10.1016/j.srhc.2018.04.007"
"31863972","Reduction of last-minute cancellations in elective urology surgery: A quality improvement study","Sweetman S, Sharkey AR, Thomas K, Dhesi J.","Int J Surg. 2020 Feb;74:29-33. doi: 10.1016/j.ijsu.2019.12.011. Epub 2019 Dec 18.","Sweetman S","Int J Surg","2020","2019/12/22","","","10.1016/j.ijsu.2019.12.011"
"31391179","SNPs talk to genes using landlines: long-range chromatin interactions link genetic risk with epigenetic patterns in Takayasu arteritis","Hedrich CM, Tsokos G.","Ann Rheum Dis. 2019 Oct;78(10):1293-1295. doi: 10.1136/annrheumdis-2019-215957. Epub 2019 Aug 7.","Hedrich CM","Ann Rheum Dis","2019","2019/08/09","","","10.1136/annrheumdis-2019-215957"
"31920556","Functional Genomics of Epilepsy and Associated Neurodevelopmental Disorders Using Simple Animal Models: From Genes, Molecules to Brain Networks","Rosch R, Burrows DRW, Jones LB, Peters CH, Ruben P, Samarut É.","Front Cell Neurosci. 2019 Dec 13;13:556. doi: 10.3389/fncel.2019.00556. eCollection 2019.","Rosch R","Front Cell Neurosci","2019","2020/01/11","PMC6923670","","10.3389/fncel.2019.00556"
"31878923","A case of misalignment: the perspectives of local and national decision-makers on the implementation of psychological treatment by telephone in the Improving Access to Psychological Therapies Service","Rushton K, Fraser C, Gellatly J, Brooks H, Bower P, Armitage CJ, Faija C, Welsh C, Bee P.","BMC Health Serv Res. 2019 Dec 26;19(1):997. doi: 10.1186/s12913-019-4824-4.","Rushton K","BMC Health Serv Res","2019","2019/12/28","PMC6933680","","10.1186/s12913-019-4824-4"
"31876069","DETERMinants of quality of life, care and costs, and consequences of INequalities in people with Dementia and their carers (DETERMIND): A protocol paper","Farina N, Hicks B, Baxter K, Birks Y, Brayne C, Dangoor M, Dixon J, Harris PR, Hu B, Knapp M, Miles E, Perach R, Read S, Robinson L, Rusted J, Stewart R, Thomas A, Wittenberg R, Banerjee S.","Int J Geriatr Psychiatry. 2020 Mar;35(3):290-301. doi: 10.1002/gps.5246. Epub 2019 Dec 25.","Farina N","Int J Geriatr Psychiatry","2020","2019/12/27","","","10.1002/gps.5246"
"31863906","High-dose intravenous methylprednisolone in juvenile non-infectious uveitis: A retrospective analysis","Schnabel A, Unger E, Brück N, Berner R, Range U, Holl-Wieden A, Morbach H, Leszczynska A, Bau V, Hedrich CM.","Clin Immunol. 2020 Feb;211:108327. doi: 10.1016/j.clim.2019.108327. Epub 2019 Dec 18.","Schnabel A","Clin Immunol","2020","2019/12/22","","","10.1016/j.clim.2019.108327"
"31848469","Clinical utility of genetic testing in 201 preschool children with inherited eye disorders","Lenassi E, Clayton-Smith J, Douzgou S, Ramsden SC, Ingram S, Hall G, Hardcastle CL, Fletcher TA, Taylor RL, Ellingford JM, Newman WD, Fenerty C, Sharma V, Lloyd IC, Biswas S, Ashworth JL, Black GC, Sergouniotis PI.","Genet Med. 2020 Apr;22(4):745-751. doi: 10.1038/s41436-019-0722-8. Epub 2019 Dec 18.","Lenassi E","Genet Med","2020","2019/12/19","PMC7118019","","10.1038/s41436-019-0722-8"
"31843338","Patient-reported Quality of Life Outcomes in Patients Treated for Muscle-invasive Bladder Cancer with Radiotherapy ± Chemotherapy in the BC2001 Phase III Randomised Controlled Trial","Huddart RA, Hall E, Lewis R, Porta N, Crundwell M, Jenkins PJ, Rawlings C, Tremlett J, Campani L, Hendron C, Hussain SA, James ND; BC2001 Investigators.","Eur Urol. 2020 Feb;77(2):260-268. doi: 10.1016/j.eururo.2019.11.001. Epub 2019 Dec 13.","Huddart RA","Eur Urol","2020","2019/12/18","PMC6983941","","10.1016/j.eururo.2019.11.001"
"31817883","Experiences of Dysphagia after Stroke: An Interview Study of Stroke Survivors and Their Informal Caregivers","Eltringham SA, Pownall S, Bray B, Smith CJ, Piercy L, Sage K.","Geriatrics (Basel). 2019 Dec 7;4(4):67. doi: 10.3390/geriatrics4040067.","Eltringham SA","Geriatrics (Basel)","2019","2019/12/11","PMC6960615","","10.3390/geriatrics4040067"
"31813346","Antihypertensive Medication Adherence and Confirmation of True Refractory Hypertension","Siddiqui M, Judd EK, Dudenbostel T, Gupta P, Tomaszewski M, Patel P, Oparil S, Calhoun DA.","Hypertension. 2020 Feb;75(2):510-515. doi: 10.1161/HYPERTENSIONAHA.119.14137. Epub 2019 Dec 9.","Siddiqui M","Hypertension","2020","2019/12/10","PMC7039319","NIHMS1549046","10.1161/HYPERTENSIONAHA.119.14137"
"31812893","Child maltreatment and the risk of antisocial behaviour: A population-based cohort study spanning 50 years","Degli Esposti M, Pinto Pereira SM, Humphreys DK, Sale RD, Bowes L.","Child Abuse Negl. 2020 Jan;99:104281. doi: 10.1016/j.chiabu.2019.104281. Epub 2019 Dec 5.","Degli Esposti M","Child Abuse Negl","2020","2019/12/09","","","10.1016/j.chiabu.2019.104281"
"31793186","Approach to overgrowth syndromes in the genome era","Burkardt DD, Tatton-Brown K, Dobyns W, Graham JM Jr.","Am J Med Genet C Semin Med Genet. 2019 Dec;181(4):483-490. doi: 10.1002/ajmg.c.31757. Epub 2019 Dec 2.","Burkardt DD","Am J Med Genet C Semin Med Genet","2019","2019/12/04","","","10.1002/ajmg.c.31757"
"31791869","Functional characterization of GYG1 variants in two patients with myopathy and glycogenin-1 deficiency","Hedberg-Oldfors C, De Ridder W, Kalev O, Böck K, Visuttijai K, Caravias G, Töpf A, Straub V, Baets J, Oldfors A.","Neuromuscul Disord. 2019 Dec;29(12):951-960. doi: 10.1016/j.nmd.2019.10.002. Epub 2019 Oct 23.","Hedberg-Oldfors C","Neuromuscul Disord","2019","2019/12/04","","","10.1016/j.nmd.2019.10.002"
"31791251","The need for improved cognitive, hearing and vision assessments for older people with cognitive impairment: a qualitative study","Wolski L, Leroi I, Regan J, Dawes P, Charalambous AP, Thodi C, Prokopiou J, Villeneuve R, Helmer C, Yohannes AM, Himmelsbach I.","BMC Geriatr. 2019 Dec 3;19(1):328. doi: 10.1186/s12877-019-1336-3.","Wolski L","BMC Geriatr","2019","2019/12/04","PMC6889573","","10.1186/s12877-019-1336-3"
"31784063","New evidence confirms that reproductive risk factors can be used to stratify breast cancer risks: Implications for a new population screening paradigm","Evans DG, Howell SJ, Howell A.","Eur J Cancer. 2020 Jan;124:204-206. doi: 10.1016/j.ejca.2019.10.012. Epub 2019 Nov 26.","Evans DG","Eur J Cancer","2020","2019/12/01","","","10.1016/j.ejca.2019.10.012"
"31777768","Differentiating Familial Chylomicronemia Syndrome From Multifactorial Severe Hypertriglyceridemia by Clinical Profiles","O'Dea LSL, MacDougall J, Alexander VJ, Digenio A, Hubbard B, Arca M, Moriarty PM, Kastelein JJP, Bruckert E, Soran H, Witztum JL, Hegele RA, Gaudet D.","J Endocr Soc. 2019 Oct 11;3(12):2397-2410. doi: 10.1210/js.2019-00214. eCollection 2019 Dec 1.","O'Dea LSL","J Endocr Soc","2019","2019/11/29","PMC6864364","","10.1210/js.2019-00214"
"31775146","Transcorneal Electrical Stimulation for the Treatment of Retinitis Pigmentosa: A Multicenter Safety Study of the OkuStim® System (TESOLA-Study)","Jolly JK, Wagner SK, Martus P, MacLaren RE, Wilhelm B, Webster AR, Downes SM, Charbel Issa P, Kellner U, Jägle H, Rüther K, Bertelsen M, Bragadóttir R, Prener Holtan J, van den Born LI, Sodi A, Virgili G, Gosheva M, Pach J, Zündorf I, Zrenner E, Gekeler F.","Ophthalmic Res. 2020;63(3):234-243. doi: 10.1159/000505001. Epub 2019 Nov 26.","Jolly JK","Ophthalmic Res","2020","2019/11/28","","","10.1159/000505001"
"31769050","A modified CD34+ hematopoietic stem and progenitor cell isolation strategy from cryopreserved human umbilical cord blood","Mata MF, Hernandez D, Rologi E, Grandolfo D, Hassan E, Hua P, Kallmeier R, Hirani S, Heuts F, Tittrea V, Choo Y, Baradez MO, Watt SM, Tarunina M.","Transfusion. 2019 Dec;59(12):3560-3569. doi: 10.1111/trf.15597. Epub 2019 Nov 25.","Mata MF","Transfusion","2019","2019/11/27","","","10.1111/trf.15597"
"31767563","Detection of Circulating and Disseminated Neuroblastoma Cells Using the ImageStream Flow Cytometer for Use as Predictive and Pharmacodynamic Biomarkers","Merugu S, Chen L, Gavens E, Gabra H, Brougham M, Makin G, Ng A, Murphy D, Gabriel AS, Robinson ML, Wright JH, Burchill SA, Humphreys A, Bown N, Jamieson D, Tweddle DA.","Clin Cancer Res. 2020 Jan 1;26(1):122-134. doi: 10.1158/1078-0432.CCR-19-0656. Epub 2019 Nov 25.","Merugu S","Clin Cancer Res","2020","2019/11/27","","","10.1158/1078-0432.CCR-19-0656"
"31747930","Liraglutide and the management of overweight and obesity in people with schizophrenia, schizoaffective disorder and first-episode psychosis: protocol for a pilot trial","Whicher CA, Price HC, Phiri P, Rathod S, Barnard-Kelly K, Reidy C, Thorne K, Asher C, Peveler R, McCarthy J, Holt RIG.","Trials. 2019 Nov 20;20(1):633. doi: 10.1186/s13063-019-3689-5.","Whicher CA","Trials","2019","2019/11/22","PMC6868690","","10.1186/s13063-019-3689-5"
