,date_published,authors,journal_title,article_title,all_num_citations_crossref,all_num_references_crossref
5121,"[2019, 3]","['Bloomfield, Michael A P']",The Lancet Psychiatry,Trauma and post-traumatic stress disorder: children should be seen and heard,3,12
5122,"[2019, 2, 23]","['Schönauer, Ria', 'Petzold, Friederike', 'Lucinescu, Wilhelmina', 'Seidel, Anna', 'Müller, Luise', 'Neuber, Steffen', 'Bergmann, Carsten', 'Sayer, John A.', 'Werner, Andreas', 'Halbritter, Jan']",Urolithiasis,"Evaluating pathogenicity of SLC34A3-Ser192Leu, a frequent European missense variant in disorders of renal phosphate wasting",6,17
5123,"[2019, 6]","['Kyriakopoulos, Marinos']",Journal of the American Academy of Child &amp; Adolescent Psychiatry,Editorial: Autism Spectrum Disorders in Individuals at Clinical High Risk for Psychosis: Possible Association With Social Deficits but Not Conversion Rates,0,9
5124,"[2019, 7]","['Tranoulis, Anastasios', 'Georgiou, Dimitra', ""Alazzam, Mo'iad"", 'Borley, Jane']",Journal of Minimally Invasive Gynecology,Combined Laparoscopic Uterine Artery Occlusion and Myomectomy versus Laparoscopic Myomectomy: A Direct-Comparison Meta-Analysis of Short- and Long-Term Outcomes in Women with Symptomatic Leiomyomas,8,24
5125,"[2019, 4]","['Hassanein, Mohamed M.', 'Sahay, Rakesh', 'Hafidh, Khadija', 'Djaballah, Khier', 'Li, Haoyu', 'Azar, Sami', 'Shehadeh, Naim', 'Hanif, Wasim']",Diabetes Research and Clinical Practice,"Safety of lixisenatide versus sulfonylurea added to basal insulin treatment in people with type 2 diabetes mellitus who elect to fast during Ramadan (LixiRam): An international, randomized, open-label trial",12,27
5126,"[2019, 6]","['Houghton, David', 'Zalewski, Paweł', 'Hallsworth, Kate', 'Cassidy, Sophie', 'Thoma, Christian', 'Avery, Leah', 'Slomko, Joanna', 'Hardy, Timothy', 'Burt, Alastair D.', 'Tiniakos, Dina', 'Hollingsworth, Kieren G.', 'Taylor, Roy', 'Day, Christopher P.', 'Masson, Steven', 'McPherson, Stuart', 'Anstee, Quentin M.', 'Newton, Julia L.', 'Trenell, Michael I.']",Journal of Hepatology,The degree of hepatic steatosis associates with impaired cardiac and autonomic function,27,77
5127,"[2019, 2]","['Smallwood, Natasha', 'Currow, David', 'Booth, Sara', 'Spathis, Anna', 'Irving, Louis', 'Philip, Jennifer']",Internal Medicine Journal,Approaches to palliative oxygen therapy in chronic obstructive pulmonary disease: a multi-national survey of specialists,2,20
5128,"[2019, 1]","['Matthews, Claire', 'Freeman, Carol', 'Sharples, Linda D', 'Fox-Rushby, Julia', 'Tod, Angela', 'Maskell, Nicholas A', 'Edwards, John G', 'Coonar, Aman S', 'Sivasothy, Pasupathy', 'Hughes, Victoria', 'Rahman, Najib M', 'Waller, David A', 'Rintoul, Robert Campbell']",BMJ Open Respiratory Research,MesoTRAP: a feasibility study that includes a pilot clinical trial comparing video-assisted thoracoscopic partial pleurectomy decortication with indwelling pleural catheter in patients with trapped lung due to malignant pleural mesothelioma designed to address recruitment and randomisation uncertainties and sample size requirements for a phase III trial,10,23
5129,"[2019, 1, 9]","['Costa, Sofia Santos', 'Sobkowiak, Benjamin', 'Parreira, Ricardo', 'Edgeworth, Jonathan D.', 'Viveiros, Miguel', 'Clark, Taane G.', 'Couto, Isabel']",Frontiers in Genetics,"Genetic Diversity of norA, Coding for a Main Efflux Pump of Staphylococcus aureus",31,61
5130,"[2019, 1, 24]","['White, Joanna C.', 'Wood, David M.', 'Hill, Simon L.', 'Eddleston, Michael', 'Officer, Jane', 'Dargan, Paul I.', 'Dunn, Michael', 'Thomas, Simon H.L.']",Clinical Toxicology,Acute toxicity following analytically confirmed use of the novel psychoactive substance (NPS) methiopropamine. A report from the Identification of Novel psychoActive substances (IONA) study,5,22
5131,"[2019, 1, 23]","['Morriss, Richard', 'Patel, Shireen', 'Malins, Sam', 'Guo, Boliang', 'Higton, Fred', 'James, Marilyn', 'Wu, Mengjun', 'Brown, Paula', 'Boycott, Naomi', 'Kaylor-Hughes, Catherine', 'Morris, Martin', 'Rowley, Emma', 'Simpson, Jayne', 'Smart, David', 'Stubley, Michelle', 'Kai, Joe', 'Tyrer, Helen']",BMC Medicine,Clinical and economic outcomes of remotely delivered cognitive behaviour therapy versus treatment as usual for repeat unscheduled care users with severe health anxiety: a multicentre randomised controlled trial,28,44
5132,"[2019, 1, 19]","['Ghosh, Subrata', 'Bressler, Brian', 'Petkau, Jill', 'Thakkar, Roopal B.', 'Wang, Song', 'Skup, Martha', 'Chao, Jingdong', 'Panaccione, Remo', 'Schreiber, Stefan']",Digestive Diseases and Sciences,Healthcare Providers Underestimate Patients’ Glucocorticoid Use in Crohn’s Disease,4,35
5133,"[2018, 12, 7]","['Riddell, Anne', 'Vinayagam, Saravanan', 'Gomez, Keith', 'Laffan, Mike', 'McKinnon, Tom']",Research and Practice in Thrombosis and Haemostasis,Evaluation of von Willebrand factor concentrates by platelet adhesion to collagen using an in vitro flow assay,4,30
5134,"[2019, 1, 17]","['Matheson, Elizabeth C.', 'Thomas, Huw', 'Case, Marian', 'Blair, Helen', 'Jackson, Rosanna K.', 'Masic, Dino', 'Veal, Gareth', 'Halsey, Chris', 'Newell, David R.', 'Vormoor, Josef', 'Irving, Julie A.E.']",Haematologica,Glucocorticoids and selumetinib are highly synergistic in RAS pathway-mutated childhood acute lymphoblastic leukemia through upregulation of BIM,15,0
5135,"[2019, 1, 15]","['Davies, Melanie', 'Bain, Steve', 'Charpentier, Guillaume', 'Flacke, Frank', 'Goyeau, Harmonie', 'Woloschak, Michael', 'Hasslacher, Christoph', 'Vespasiani, Giacomo', 'Edelman, Steven']",Journal of Diabetes Science and Technology,"A Randomized Controlled, Treat-to-Target Study Evaluating the Efficacy and Safety of Insulin Glargine 300 U/mL (Gla-300) Administered Using Either Device-Supported or Routine Titration in People With Type 2 Diabetes",10,26
5136,"[2019, 3]","['Rajkumar, Savithri', 'Nath, Rahul', 'Lane, Geoffrey', 'Mehra, Gautam', 'Begum, Shahina', 'Sayasneh, Ahmad']",European Journal of Obstetrics &amp; Gynecology and Reproductive Biology,Advanced stage (IIIC/IV) endometrial cancer: Role of cytoreduction and determinants of survival,19,21
5137,"[2019, 3]","['Hawton, Keith', 'Ferrey, Anne', 'Casey, Deborah', 'Wells, Claudia', 'Fuller, Alice', 'Bankhead, Clare', 'Clements, Caroline', 'Ness, Jennifer', 'Gunnell, David', 'Kapur, Navneet', 'Geulayov, Galit']",Journal of Affective Disorders,Relative toxicity of analgesics commonly used for intentional self-poisoning: A study of case fatality based on fatal and non-fatal overdoses,9,24
5138,[2019],"['Raschke, Felix', 'Barrick, Thomas R.', 'Jones, Timothy L.', 'Yang, Guang', 'Ye, Xujiong', 'Howe, Franklyn A.']",NeuroImage: Clinical,Tissue-type mapping of gliomas,19,43
5139,"[2019, 1, 8]","['Stöver, H.', 'Meroueh, F.', 'Marco, A.', 'Keppler, K.', 'Saiz de la Hoya, P.', 'Littlewood, R.', 'Wright, N.', 'Nava, F.', 'Alam, F.', 'Walcher, S.', 'Somaini, L.']",BMC Public Health,Offering HCV treatment to prisoners is an important opportunity: key principles based on policy and practice assessment in Europe,15,87
5140,"[2019, 1, 3]","['Wolff, Antonio C.', 'Hammond, M. Elizabeth Hale', 'Allison, Kimberly H.', 'Harvey, Brittany E.', 'McShane, Lisa M.', 'Dowsett, Mitchell']",Archives of Pathology &amp; Laboratory Medicine,In Reply,0,8
5141,"[2019, 1, 27]","['Chen, Xin', 'Abbey, Steven', 'Bharmal, Adam', 'Harris, Sophie', 'Hudson, Edward', 'Krinner, Lisa', 'Langan, Emma', 'Maling, Alexandra', 'Nijran, Jagdip', 'Street, Hannah', 'Wooley, Charlotte', 'Billeter, Rudolf']",Scandinavian Journal of Medicine &amp; Science in Sports,Neurovascular structures in human vastus lateralis muscle and the ideal biopsy site,1,35
5142,"[2019, 3]","['Blanks, Roger G.', 'Wallis, Matthew G.', 'Alison, Rupert', 'Kearins, Olive', 'Jenkins, Jacquie', 'Patnick, Julietta', 'Given-Wilson, Rosalind M.']",Radiology,Impact of Digital Mammography on Cancer Detection and Recall Rates: 11.3 Million Screening Episodes in the English National Health Service Breast Cancer Screening Program,5,16
5143,"[2018, 12, 6]","['Lowe, Gillian C.', 'Fickowska, Roksana', 'Al Ghaithi, Rashid', 'Maclachlan, Annabel', 'Harrison, Paul', 'Lester, Will', 'Watson, Steve P.', 'Myers, Bethan', 'Clark, Justin', 'Morgan, Neil V.']",Platelets,Investigation of the contribution of an underlying platelet defect in women with unexplained heavy menstrual bleeding,7,24
5144,"[2018, 12, 3]","['Kupeli, Nuriye', 'Candy, Bridget', 'Tamura-Rose, Gabrielle', 'Schofield, Guy', 'Webber, Natalie', 'Hicks, Stephanie E.', 'Floyd, Theodore', 'Vivat, Bella', 'Sampson, Elizabeth L.', 'Stone, Patrick', 'Aspden, Trefor']",The Patient - Patient-Centered Outcomes Research,"Authors’ Reply to Montoya et al. Comment On: “Tools Measuring Quality of Death, Dying, and Care, Completed After Death: Systematic Review of Psychometric Properties”",0,3
5145,"[2019, 1]","['Jones, Chloe', 'Atkinson, Patricia', 'Memon, Ayesha', 'Dabydeen, Lyvia', 'Das, Krishna B.', 'Cross, J. Helen', 'Gillberg, Christopher', 'Neville, Brian G.R.', 'Scott, Rod C.', 'Reilly, Colin']",Epilepsy &amp; Behavior,Experiences and needs of parents of young children with active epilepsy: A population-based study,16,30
5146,"[2018, 11, 26]","['Krebs, G.C.', 'Hannigan, L.J.', 'Gregory, A.M.', 'Rijsdijk, F.V.', 'Maughan, B.', 'Eley, T.C.']",European Psychiatry,Are punitive parenting and stressful life events environmental risk factors for obsessive-compulsive symptoms in youth? A longitudinal twin study,7,32
5147,"[2019, 2]","['Urbonas, V.', 'Schadendorf, D.', 'Zimmer, L.', 'Danson, S.', 'Marshall, E.', 'Corrie, P.', 'Wheater, M.', 'Plummer, E.', 'Mauch, C.', 'Scudder, C.', 'Goff, M.', 'Love, S.B.', 'Mohammed, S.B.', 'Middleton, M.R.']",Annals of Oncology,"Paclitaxel with or without trametinib or pazopanib in advanced wild-type BRAF melanoma (PACMEL): a multicentre, open-label, randomised, controlled phase II trial",8,17
5148,"[2019, 2]","['Patel, Uday', 'Kumar, Shankar', 'Johnson, Oscar William', 'Jeon, Justyn Hwee', 'Das, Raj']",Radiology,Long-term Graft and Patient Survival after Percutaneous Angioplasty or Arterial Stent Placement for Transplant Renal Artery Stenosis: A 21-year Matched Cohort Study,11,24
5149,"[2018, 10, 27]","['Guo, Xiaonan', 'Duan, Xujun', 'Suckling, John', 'Chen, Heng', 'Liao, Wei', 'Cui, Qian', 'Chen, Huafu']",Human Brain Mapping,Partially impaired functional connectivity states between right anterior insula and default mode network in autism spectrum disorder,48,79
5150,"[2019, 2]","['Kadambari, Seilesh', 'Harvala, Heli', 'Simmonds, Peter', 'Pollard, Andrew J', 'Sadarangani, Manish']",The Lancet Infectious Diseases,Strategies to improve detection and management of human parechovirus infection in young infants,23,93
5151,"[2018, 9, 30]","['Mehta, Puja R', 'Jones, Ashley R', 'Opie-Martin, Sarah', 'Shatunov, Aleksey', 'Iacoangeli, Alfredo', 'Al Khleifat, Ahmad', 'Smith, Bradley N', 'Topp, Simon', 'Morrison, Karen E', 'Shaw, Pamela J', 'Shaw, Christopher E', 'Morgan, Sarah', 'Pittman, Alan', 'Al-Chalabi, Ammar']","Journal of Neurology, Neurosurgery & Psychiatry","Younger age of onset in familial amyotrophic lateral sclerosis is a result of pathogenic gene variants, rather than ascertainment bias",18,30
5152,"[2019, 3]","['Hunjan, Manrup K.', 'Nowsheen, Somaira', 'Ramos-Rodriguez, Alvaro J.', 'Hashmi, Shahrukh K.', 'Bridges, Alina G.', 'Lehman, Julia S.', 'El-Azhary, Rokea']",Hematology/Oncology and Stem Cell Therapy,Clinical and histopathological spectrum of toxic erythema of chemotherapy in patients who have undergone allogeneic hematopoietic cell transplantation,7,9
5153,"[2018, 9, 14]","['Malagelada, Francesc', 'Sahirad, Cyrus', 'Dalmau-Pastor, Miki', 'Vega, Jordi', 'Bhumbra, Rej', 'Manzanares-Céspedes, Maria Cristina', 'Laffenêtre, Olivier']",International Orthopaedics,Minimally invasive surgery for hallux valgus: a systematic review of current surgical techniques.,54,42
5154,"[2018, 12, 12]","['Bernabe‐García, Mariela', 'Rodríguez‐Cruz, Maricela', 'Atilano, Salvador', 'Cruz‐Guzmán, Oriana del Rocío', 'Almeida‐Becerril, Tomás', 'Calder, Philip C.', 'González, Julia']",Muscle & Nerve,Body composition and body mass index in Duchenne muscular dystrophy: Role of dietary intake,8,45
5155,"[2019, 1]","['Kailavasan, Mithun', 'Hanchanale, Vishwanath', 'Rajpal, Sanjay', 'Morley, Roland', 'Mcllhenny, Craig', 'Somani, Bhaskar', 'Nabi, Ghulam', 'Gowda, Raj', 'Jain, Sunjay', 'Biyani, Chandra Shekhar', 'Myatt, Andy']",Journal of Surgical Education,A Method to Evaluate Trainee Progression During Simulation Training at the Urology Simulation Boot Camp (USBC) Course,11,24
5156,"[2018, 7, 21]","['Brown, Emma M', 'Smith, Debbie M', 'Armitage, Christopher J']",Annals of Behavioral Medicine,Self-Incentives Uniquely Boost Cessation in Community-Based Stop Smoking Programs: Randomized Controlled Trial,3,57
5157,"[2019, 1, 15]","['Turnbull, Chris D.', 'Sen, Dushendree', 'Kohler, Malcolm', 'Petousi, Nayia', 'Stradling, John R.']",American Journal of Respiratory and Critical Care Medicine,Effect of Supplemental Oxygen on Blood Pressure in Obstructive Sleep Apnea (SOX). A Randomized Continuous Positive Airway Pressure Withdrawal Trial,31,33
5158,"[2019, 2, 23]","['Naumann, David N.', 'Hazeldine, Jon', 'Bishop, Jon', 'Midwinter, Mark J.', 'Harrison, Paul', 'Nash, Gerard', 'Hutchings, Sam D.']",Clinical Hemorheology and Microcirculation,Impact of plasma viscosity on microcirculatory flow after traumatic haemorrhagic shock: A prospective observational study,6,41
5159,"[2017, 8, 30]","['Morris, Jacqui H.', 'Kelly, Chris', 'Joice, Sara', 'Kroll, Thilo', 'Mead, Gillian', 'Donnan, Peter', 'Toma, Madalina', 'Williams, Brian']",Disability and Rehabilitation,Art participation for psychosocial wellbeing during stroke rehabilitation: a feasibility randomised controlled trial,6,49
5160,"[2019, 2]","['Humphries, Steve E.', 'Cooper, Jackie A.', 'Capps, Nigel', 'Durrington, Paul N.', 'Jones, Ben', 'McDowell, Ian F.W.', 'Soran, Handrean', 'Neil, Andrew H.W.']",Atherosclerosis,Coronary heart disease mortality in severe vs. non-severe familial hypercholesterolaemia in the Simon Broome Register,27,21
5161,"[2019, 12, 11]","['Lum, Su Han', 'Neven, Benedicte', 'Slatter, Mary A.', 'Gennery, Andrew R.']",Frontiers in Pediatrics,Hematopoietic Cell Transplantation for MHC Class II Deficiency,6,28
5162,"[2019, 12, 19]","['Ayakannu, Thangesweran', 'Taylor, Anthony H.', 'Bari, Monica', 'Mastrangelo, Nicoletta', 'Maccarrone, Mauro', 'Konje, Justin C.']",Frontiers in Oncology,Expression and Function of the Endocannabinoid Modulating Enzymes Fatty Acid Amide Hydrolase and N-Acylphosphatidylethanolamine-Specific Phospholipase D in Endometrial Carcinoma,8,33
5163,"[2019, 3]","['He, Shenghong', 'Syed, Emilie', 'Torrecillos, Flavie', 'Tinkhauser, Gerd', 'Fischer, Petra', 'Pogosyan, Alek', 'Pereira, Erlick', 'Ashkan, Keyoumars', 'Hasegawa, Harutomo', 'Brown, Peter', 'Tan, Huiling']",2019 9th International IEEE/EMBS Conference on Neural Engineering (NER),Beta Oscillation-Targeted Neurofeedback Training Based on Subthalamic LFPs in Parkinsonian Patients,2,12
5164,"[2019, 11, 26]","['Schelter, Bjoern O.', 'Shiells, Helen', 'Baddeley, Thomas C.', 'Rubino, Christopher M.', 'Ganesan, Harish', 'Hammel, Jeffrey', 'Vuksanovic, Vesna', 'Staff, Roger T.', 'Murray, Alison D.', 'Bracoud, Luc', 'Riedel, Gernot', 'Gauthier, Serge', 'Jia, Jianping', 'Bentham, Peter', 'Kook, Karin', 'Storey, John M.D.', 'Harrington, Charles R.', 'Wischik, Claude M.']",Journal of Alzheimer's Disease,Concentration-Dependent Activity of Hydromethylthionine on Cognitive Decline and Brain Atrophy in Mild to Moderate Alzheimer’s Disease,15,44
5165,"[2019, 9, 20]","['Bottoms, Lindsay', 'Leighton, Dean', 'Carpenter, Roger', 'Anderson, Simon', 'Langmead, Louise', 'Ramage, John', 'Faulkner, James', 'Coleman, Elizabeth', 'Fairhurst, Caroline', 'Seed, Michael', 'Tew, Garry']",PLOS ONE,Affective and enjoyment responses to 12 weeks of high intensity interval training and moderate continuous training in adults with Crohn’s disease,3,39
5166,"[2019, 8, 21]","['Ackland, Gareth L.', 'Abbott, Tom E. F.', 'Minto, Gary', 'Clark, Martin', 'Owen, Thomas', 'Prabhu, Pradeep', 'May, Shaun M.', 'Reynolds, Joseph A.', 'Cuthbertson, Brian H.', 'Wijesundera, Duminda', 'Pearse, Rupert M.', 'NaN, NaN']",PLOS ONE,"Heart rate recovery and morbidity after noncardiac surgery: Planned secondary analysis of two prospective, multi-centre, blinded observational studies",9,42
5167,"[2019, 7, 15]","['Troughton, Rachael', 'Mariano, Victor', 'Campbell, Anne', 'Hettiaratchy, Shehan', 'Holmes, Alison', 'Birgand, Gabriel']",Antimicrobial Resistance &amp; Infection Control,Understanding determinants of infection control practices in surgery: the role of shared ownership and team hierarchy,6,31
5168,"[2019, 6]","['Siouta, Eleni', 'Farrell, Carole', 'Chan, E. Angela', 'Walshe, Catherine', 'Molassiotis, Alex']",European Journal of Oncology Nursing,Communicative constructions of person-centred and non-person-centred caring in nurse-led consultations,6,46
5169,"[2019, 1, 9]","['Sidhu, Reena', 'Turnbull, David', 'Newton, Mary', 'Thomas-Gibson, Siwan', 'Sanders, David S', 'Hebbar, Srisha', 'Haidry, Rehan J', 'Smith, Geoff', 'Webster, George']",Frontline Gastroenterology,"Deep sedation and anaesthesia in complex gastrointestinal endoscopy: a joint position statement endorsed by the British Society of Gastroenterology (BSG), Joint Advisory Group (JAG) and Royal College of Anaesthetists (RCoA)",18,40
5170,"[2019, 3, 28]","['Nakamura, Mano', 'Bax, Heather J.', 'Scotto, Daniele', 'Souri, Elmira Amiri', 'Sollie, Sam', 'Harris, Robert J.', 'Hammar, Niklas', 'Walldius, Goran', 'Winship, Anna', 'Ghosh, Sharmistha', 'Montes, Ana', 'Spicer, James F.', 'Van Hemelrijck, Mieke', 'Josephs, Debra H.', 'Lacy, Katie E.', 'Tsoka, Sophia', 'Karagiannis, Sophia N.']",OncoImmunology,Immune mediator expression signatures are associated with improved outcome in ovarian carcinoma,11,79
5171,"[2019, 3, 13]","['Fusar-Poli, Paolo', 'Oliver, Dominic', 'Spada, Giulia', 'Patel, Rashmi', 'Stewart, Robert', 'Dobson, Richard', 'McGuire, Philip']",Frontiers in Psychiatry,Real World Implementation of a Transdiagnostic Risk Calculator for the Automatic Detection of Individuals at Risk of Psychosis in Clinical Routine: Study Protocol,29,45
5172,"[2019, 3, 29]","['Han, T. S.', 'Al-Gindan, Y. Y.', 'Govan, L.', 'Hankey, C. R.', 'Lean, M. E. J.']",Acta Diabetologica,"Associations of BMI, waist circumference, body fat, and skeletal muscle with type 2 diabetes in adults",26,30
5173,"[2019, 3, 27]","['Mutz, Julian', 'Vipulananthan, Vijeinika', 'Carter, Ben', 'Hurlemann, René', 'Fu, Cynthia H Y', 'Young, Allan H']",BMJ,Comparative efficacy and acceptability of non-surgical brain stimulation for the acute treatment of major depressive episodes in adults: systematic review and network meta-analysis,96,55
5174,"[2019, 3, 25]","['Machiels, Mélanie', 'Jin, Peng', 'van Hooft, Jeanin E.', 'Gurney-Champion, Oliver J.', 'Jelvehgaran, Pouya', 'Geijsen, Elizabeth D.', 'Jeene, Paul M.', 'Willemijn Kolff, M.', 'Oppedijk, Vera', 'Rasch, Coen. R. N.', 'van Herk, Marcel B.', 'Alderliesten, Tanja', 'Hulshof, Maarten C. C. M.']",Acta Oncologica,Reduced inter-observer and intra-observer delineation variation in esophageal cancer radiotherapy by use of fiducial markers,11,29
5175,"[2019, 3, 19]","['Stacey, T', 'Tennant, PWG', 'McCowan, LME', 'Mitchell, EA', 'Budd, J', 'Li, M', 'Thompson, JMD', 'Martin, B', 'Roberts, D', 'Heazell, AEP']",BJOG: An International Journal of Obstetrics &amp; Gynaecology,"Gestational diabetes and the risk of late stillbirth: a case–control study from England, UK",13,29
