PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30744536","Lingual Alveolar Soft Part Sarcoma in a 1-Year-Old Infant: Youngest Reported Case With Characteristic ASPSCR1-TFE3 Fusion","Ruffle A, Cameron M, Jonas N, Levine S, Mills C, Hook CE, Murray MJ.","Pediatr Dev Pathol. 2019 Jul-Aug;22(4):391-395. doi: 10.1177/1093526619830290. Epub 2019 Feb 11.","Ruffle A","Pediatr Dev Pathol","2019","2019/02/13","","","10.1177/1093526619830290"
"30740108","Relative Frequencies of Alloantigen-Specific Helper CD4 T Cells and B Cells Determine Mode of Antibody-Mediated Allograft Rejection","Alsughayyir J, Chhabra M, Qureshi MS, Mallik M, Ali JM, Gamper I, Moseley EL, Peacock S, Kosmoliaptsis V, Goddard MJ, Linterman MA, Motallebzadeh R, Pettigrew GJ.","Front Immunol. 2019 Jan 22;9:3039. doi: 10.3389/fimmu.2018.03039. eCollection 2018.","Alsughayyir J","Front Immunol","2019","2019/02/12","PMC6357941","","10.3389/fimmu.2018.03039"
"30737045","Measuring body composition in the preterm infant: Evidence base and practicalities","Andrews ET, Beattie RM, Johnson MJ.","Clin Nutr. 2019 Dec;38(6):2521-2530. doi: 10.1016/j.clnu.2018.12.033. Epub 2019 Jan 12.","Andrews ET","Clin Nutr","2019","2019/02/10","","","10.1016/j.clnu.2018.12.033"
"30736084","Three-Dimensional Printing for Chest Wall Reconstruction in Thoracic Surgery: Building on Experience","Smelt J, Pontiki A, Jahangiri M, Rhode K, Nair A, Bille A.","Thorac Cardiovasc Surg. 2020 Jun;68(4):352-356. doi: 10.1055/s-0039-1678611. Epub 2019 Feb 8.","Smelt J","Thorac Cardiovasc Surg","2020","2019/02/09","","","10.1055/s-0039-1678611"
"30730840","A rare case of congenital hyperinsulinism (CHI) due to dual genetic aetiology involving HNF4A and ABCC8","Apperley L, Giri D, Houghton JAL, Flanagan SE, Didi M, Senniappan S.","J Pediatr Endocrinol Metab. 2019 Mar 26;32(3):301-304. doi: 10.1515/jpem-2018-0389.","Apperley L","J Pediatr Endocrinol Metab","2019","2019/02/08","","","10.1515/jpem-2018-0389"
"30698738","Early neurophysiological biomarkers and spinal cord pathology in inherited prion disease","Rudge P, Jaunmuktane Z, Hyare H, Ellis M, Koltzenburg M, Collinge J, Brandner S, Mead S.","Brain. 2019 Mar 1;142(3):760-770. doi: 10.1093/brain/awy358.","Rudge P","Brain","2019","2019/01/31","PMC6391599","","10.1093/brain/awy358"
"30694796","An analysis of surveillance screening for SDHB-related disease in childhood and adolescence","Tufton N, Shapiro L, Sahdev A, Kumar AV, Martin L, Drake WM, Akker SA, Storr HL.","Endocr Connect. 2019 Mar 1;8(3):162-172. doi: 10.1530/EC-18-0522.","Tufton N","Endocr Connect","2019","2019/01/30","PMC6391899","","10.1530/EC-18-0522"
"30691801","Irrigation Versus Suction in Laparoscopic Appendectomy for Complicated Appendicitis: A Meta-analysis","Siotos C, Stergios K, Prasath V, Seal SM, Duncan MD, Sakran JV, Habibi M.","J Surg Res. 2019 Mar;235:237-243. doi: 10.1016/j.jss.2018.10.005. Epub 2018 Nov 1.","Siotos C","J Surg Res","2019","2019/01/30","","","10.1016/j.jss.2018.10.005"
"30678055","Emerging Functional Imaging Biomarkers of Tumour Responses to Radiotherapy","Campbell A, Davis LM, Wilkinson SK, Hesketh RL.","Cancers (Basel). 2019 Jan 23;11(2):131. doi: 10.3390/cancers11020131.","Campbell A","Cancers (Basel)","2019","2019/01/26","PMC6407112","","10.3390/cancers11020131"
"30671137","Detection rates of recurrent prostate cancer: (68)Gallium (Ga)-labelled prostate-specific membrane antigen versus choline PET/CT scans. A systematic review","Moghul M, Somani B, Lane T, Vasdev N, Chaplin B, Peedell C, KandaSwamy GV, Rai BP.","Ther Adv Urol. 2019 Jan 8;11:1756287218815793. doi: 10.1177/1756287218815793. eCollection 2019 Jan-Dec.","Moghul M","Ther Adv Urol","2019","2019/01/24","PMC6329022","","10.1177/1756287218815793"
"30661600","Lowering the linoleic acid to alpha-linoleic acid ratio decreases the production of inflammatory mediators by cultured human endothelial cells","Bork CS, Baker EJ, Lundbye-Christensen S, Miles EA, Calder PC.","Prostaglandins Leukot Essent Fatty Acids. 2019 Feb;141:1-8. doi: 10.1016/j.plefa.2018.12.001. Epub 2018 Dec 12.","Bork CS","Prostaglandins Leukot Essent Fatty Acids","2019","2019/01/22","","","10.1016/j.plefa.2018.12.001"
"30657899","Microbial uptake by the respiratory epithelium: outcomes for host and pathogen","Bertuzzi M, Hayes GE, Bignell EM.","FEMS Microbiol Rev. 2019 Mar 1;43(2):145-161. doi: 10.1093/femsre/fuy045.","Bertuzzi M","FEMS Microbiol Rev","2019","2019/01/19","PMC6435450","","10.1093/femsre/fuy045"
"30655618","Current practice in the use of cone beam computed tomography: a survey of UK dental practices","Yalda FA, Holroyd J, Islam M, Theodorakou C, Horner K.","Br Dent J. 2019 Jan 18. doi: 10.1038/sj.bdj.2019.49. Online ahead of print.","Yalda FA","Br Dent J","2019","2019/01/19","","","10.1038/sj.bdj.2019.49"
"32158867","Surgical intervention for chronic migraine headache: A systematic review","Wormald JCR, Luck J, Athwal B, Muelhberger T, Mosahebi A.","JPRAS Open. 2019 Jan 16;20:1-18. doi: 10.1016/j.jpra.2019.01.002. eCollection 2019 Jun.","Wormald JCR","JPRAS Open","2019","2020/03/12","PMC7061614","","10.1016/j.jpra.2019.01.002"
"30594585","Pink peppercorn: A cross-reactive risk for cashew- and pistachio-allergic patients","Fong AT, Du Toit G, Versteeg SA, van Ree R.","J Allergy Clin Immunol Pract. 2019 Feb;7(2):724-725.e1. doi: 10.1016/j.jaip.2018.11.051. Epub 2018 Dec 27.","Fong AT","J Allergy Clin Immunol Pract","2019","2018/12/31","","","10.1016/j.jaip.2018.11.051"
"30589415","Long noncoding RNA NEXN-AS1 mitigates atherosclerosis by regulating the actin-binding protein NEXN","Hu YW, Guo FX, Xu YJ, Li P, Lu ZF, McVey DG, Zheng L, Wang Q, Ye JH, Kang CM, Wu SG, Zhao JJ, Ma X, Yang Z, Fang FC, Qiu YR, Xu BM, Xiao L, Wu Q, Wu LM, Ding L, Webb TR, Samani NJ, Ye S.","J Clin Invest. 2019 Mar 1;129(3):1115-1128. doi: 10.1172/JCI98230. Epub 2019 Feb 4.","Hu YW","J Clin Invest","2019","2018/12/28","PMC6391138","","10.1172/JCI98230"
"30578971","Collaborative learning: Application of the mentorship model for adult nursing students in the acute placement setting","Harvey S, Uren CD.","Nurse Educ Today. 2019 Mar;74:38-40. doi: 10.1016/j.nedt.2018.11.022. Epub 2018 Dec 7.","Harvey S","Nurse Educ Today","2019","2018/12/23","","","10.1016/j.nedt.2018.11.022"
"30578381","Pulmonary rehabilitation in bronchiectasis: a propensity-matched study","Patel S, Cole AD, Nolan CM, Barker RE, Jones SE, Kon S, Cairn J, Loebinger M, Wilson R, Man WD.","Eur Respir J. 2019 Jan 17;53(1):1801264. doi: 10.1183/13993003.01264-2018. Print 2019 Jan.","Patel S","Eur Respir J","2019","2018/12/23","","","10.1183/13993003.01264-2018"
"30570825","Evaluating the impact of length of time from diagnosis to surgery in patients with unfavourable intermediate-risk to very-high-risk clinically localised prostate cancer","Gupta N, Bivalacqua TJ, Han M, Gorin MA, Challacombe BJ, Partin AW, Mamawala MK.","BJU Int. 2019 Aug;124(2):268-274. doi: 10.1111/bju.14659. Epub 2019 Jan 27.","Gupta N","BJU Int","2019","2018/12/21","","","10.1111/bju.14659"
"30455055","Autoimmune pancreatitis in children: A single centre experience in diagnosis, management and long term follow up","Lee HM, Deheragoda M, Harrison P, Devlin J, Sellars M, Hadzic N, Dhawan A, Grammatikopoulos T.","Pancreatology. 2019 Jan;19(1):169-176. doi: 10.1016/j.pan.2018.11.004. Epub 2018 Nov 14.","Lee HM","Pancreatology","2019","2018/11/21","","","10.1016/j.pan.2018.11.004"
"30444780","Assessing the Compliance of Randomized Controlled Trials Published in Craniofacial Surgery Journals With the CONSORT Statement","Borrelli MR, Farwana R, Andrew TW, Chicco M, Abukhder M, Mobarak D, Thavayogan R, Agha R, Pidgeon TE.","J Craniofac Surg. 2019 Jan;30(1):96-104. doi: 10.1097/SCS.0000000000004900.","Borrelli MR","J Craniofac Surg","2019","2018/11/17","","","10.1097/SCS.0000000000004900"
"30390547","The effect of prednisolone on endometrial uterine NK cell concentrations and pregnancy outcome in women with reproductive failure. A retrospective cohort study","Cooper S, Laird SM, Mariee N, Li TC, Metwally M.","J Reprod Immunol. 2019 Feb;131:1-6. doi: 10.1016/j.jri.2018.10.001. Epub 2018 Oct 25.","Cooper S","J Reprod Immunol","2019","2018/11/04","","","10.1016/j.jri.2018.10.001"
"30341232","Antibiotic therapy for pelvic inflammatory disease: an abridged version of a Cochrane systematic review and meta-analysis of randomised controlled trials","Savaris RF, Fuhrich DG, Duarte RV, Franik S, Ross JDC.","Sex Transm Infect. 2019 Feb;95(1):21-27. doi: 10.1136/sextrans-2018-053693. Epub 2018 Oct 19.","Savaris RF","Sex Transm Infect","2019","2018/10/21","PMC6580736","","10.1136/sextrans-2018-053693"
"30300675","Melatonin as an adjunct to therapeutic hypothermia in a piglet model of neonatal encephalopathy: A translational study","Robertson NJ, Martinello K, Lingam I, Avdic-Belltheus A, Meehan C, Alonso-Alconada D, Ragab S, Bainbridge A, Sokolska M, Tachrount M, Middleton B, Price D, Hristova M, Golay X, Soliani Raschini A, Aquino G, Pelizzi N, Facchinetti F.","Neurobiol Dis. 2019 Jan;121:240-251. doi: 10.1016/j.nbd.2018.10.004. Epub 2018 Oct 6.","Robertson NJ","Neurobiol Dis","2019","2018/10/10","","","10.1016/j.nbd.2018.10.004"
"30216434","Clinical and laboratory features of seventy-eight UK patients with Good's syndrome (thymoma and hypogammaglobulinaemia)","Zaman M, Huissoon A, Buckland M, Patel S, Alachkar H, Edgar JD, Thomas M, Arumugakani G, Baxendale H, Burns S, Williams AP, Jolles S, Herriot R, Sargur RB, Arkwright PD.","Clin Exp Immunol. 2019 Jan;195(1):132-138. doi: 10.1111/cei.13216. Epub 2018 Oct 21.","Zaman M","Clin Exp Immunol","2019","2018/09/15","PMC6300645","","10.1111/cei.13216"
"30211625","Current Therapeutic Management of Perinatal Stroke with a Focus on the Upper Limb: A Cross-Sectional Survey of UK Physiotherapists and Occupational Therapists","Marcroft C, Tsutsumi A, Pearse J, Dulson P, Embleton ND, Basu AP.","Phys Occup Ther Pediatr. 2019;39(2):151-167. doi: 10.1080/01942638.2018.1503212. Epub 2018 Sep 13.","Marcroft C","Phys Occup Ther Pediatr","2019","2018/09/14","","","10.1080/01942638.2018.1503212"
"30204709","Dietary management in people with an ileostomy: a scoping review protocol","Mitchell A, Perry R, England C, Searle A, Atkinson C.","JBI Database System Rev Implement Rep. 2019 Feb;17(2):129-136. doi: 10.11124/JBISRIR-2017-003764.","Mitchell A","JBI Database System Rev Implement Rep","2019","2018/09/12","","","10.11124/JBISRIR-2017-003764"
"30137623","The British Society for Rheumatology biologic DMARD safety guidelines in inflammatory arthritis-Executive summary","Holroyd CR, Seth R, Bukhari M, Malaviya A, Holmes C, Curtis E, Chan C, Yusuf MA, Litwic A, Smolen S, Topliffe J, Bennett S, Humphreys J, Green M, Ledingham J.","Rheumatology (Oxford). 2019 Feb 1;58(2):220-226. doi: 10.1093/rheumatology/key207.","Holroyd CR","Rheumatology (Oxford)","2019","2018/08/24","","","10.1093/rheumatology/key207"
"30080726","Minimally Invasive Versus Open Distal Pancreatectomy (LEOPARD): A Multicenter Patient-blinded Randomized Controlled Trial","de Rooij T, van Hilst J, van Santvoort H, Boerma D, van den Boezem P, Daams F, van Dam R, Dejong C, van Duyn E, Dijkgraaf M, van Eijck C, Festen S, Gerhards M, Groot Koerkamp B, de Hingh I, Kazemier G, Klaase J, de Kleine R, van Laarhoven C, Luyer M, Patijn G, Steenvoorde P, Suker M, Abu Hilal M, Busch O, Besselink M; Dutch Pancreatic Cancer Group.","Ann Surg. 2019 Jan;269(1):2-9. doi: 10.1097/SLA.0000000000002979.","de Rooij T","Ann Surg","2019","2018/08/07","","","10.1097/SLA.0000000000002979"
"29861367","Patient and clinician factors associated with prehospital pain treatment and outcomes: cross sectional study","Siriwardena AN, Asghar Z, Lord B, Pocock H, Phung VH, Foster T, Williams J, Snooks H.","Am J Emerg Med. 2019 Feb;37(2):266-271. doi: 10.1016/j.ajem.2018.05.041. Epub 2018 May 23.","Siriwardena AN","Am J Emerg Med","2019","2018/06/05","","","10.1016/j.ajem.2018.05.041"
"29855562","Current status and future clinical directions in the prevention and treatment of relapse following hematopoietic transplantation for acute myeloid and lymphoblastic leukemia","Craddock C, Hoelzer D, Komanduri KV.","Bone Marrow Transplant. 2019 Jan;54(1):6-16. doi: 10.1038/s41409-018-0203-8. Epub 2018 May 31.","Craddock C","Bone Marrow Transplant","2019","2018/06/02","","","10.1038/s41409-018-0203-8"
"29705263","Previous Use of Antithrombotic Agents Reduces Mortality and Length of Hospital Stay in Patients With High-risk Upper Gastrointestinal Bleeding","Dunne PDJ, Laursen SB, Laine L, Dalton HR, Ngu JH, Schultz M, Rahman A, Anderloni A, Murray IA, Stanley AJ.","Clin Gastroenterol Hepatol. 2019 Feb;17(3):440-447.e2. doi: 10.1016/j.cgh.2018.04.046. Epub 2018 Apr 26.","Dunne PDJ","Clin Gastroenterol Hepatol","2019","2018/04/30","","","10.1016/j.cgh.2018.04.046"
"29492978","What distinguishes adolescents with suicidal thoughts from those who have attempted suicide? A population-based birth cohort study","Mars B, Heron J, Klonsky ED, Moran P, O'Connor RC, Tilling K, Wilkinson P, Gunnell D.","J Child Psychol Psychiatry. 2019 Jan;60(1):91-99. doi: 10.1111/jcpp.12878. Epub 2018 Mar 1.","Mars B","J Child Psychol Psychiatry","2019","2018/03/02","PMC6334515","","10.1111/jcpp.12878"
"28857714","Calcium channel blockade with nimodipine reverses MRI evidence of cerebral oedema following acute hypoxia","Rowland MJ, Ezra M, Winkler A, Garry P, Lamb C, Kelly M, Okell TW, Westbrook J, Wise RG, Douaud G, Pattinson KT.","J Cereb Blood Flow Metab. 2019 Feb;39(2):285-301. doi: 10.1177/0271678X17726624. Epub 2017 Aug 31.","Rowland MJ","J Cereb Blood Flow Metab","2019","2017/09/01","PMC6360646","","10.1177/0271678X17726624"
"27090348","The experience of working with people that hoard: a Q-sort exploration","Holden K, Kellett S, Davies J, Scott S.","J Ment Health. 2019 Feb;28(1):97-103. doi: 10.3109/09638237.2016.1167851. Epub 2016 Apr 18.","Holden K","J Ment Health","2019","2016/04/20","","","10.3109/09638237.2016.1167851"
"32185336","Mediterranean Journal of Rheumatology March 2019 Highlights","Kitas GD.","Mediterr J Rheumatol. 2019 Mar 28;30(1):1-2. doi: 10.31138/mjr.30.1.1. eCollection 2019 Mar.","Kitas GD","Mediterr J Rheumatol","2019","2020/03/19","PMC7045918","","10.31138/mjr.30.1.1"
"32082376","Clinically Actionable Insights into Initial and Matched Recurrent Glioblastomas to Inform Novel Treatment Approaches","Ellis HP, McInerney CE, Schrimpf D, Sahm F, Stupnikov A, Wadsley M, Wragg C, White P, Prise KM, McArt DG, Kurian KM.","J Oncol. 2019 Dec 31;2019:4878547. doi: 10.1155/2019/4878547. eCollection 2019.","Ellis HP","J Oncol","2019","2020/02/22","PMC7012245","","10.1155/2019/4878547"
"31920694","Heat Adaptation in Military Personnel: Mitigating Risk, Maximizing Performance","Parsons IT, Stacey MJ, Woods DR.","Front Physiol. 2019 Dec 17;10:1485. doi: 10.3389/fphys.2019.01485. eCollection 2019.","Parsons IT","Front Physiol","2019","2020/01/11","PMC6928107","","10.3389/fphys.2019.01485"
"31860681","Application of pharmacogenomics and bioinformatics to exemplify the utility of human ex vivo organoculture models in the field of precision medicine","Cowan K, Macluskie G, Finch M, Palmer CNA, Hair J, Bylesjo M, Lynagh S, Brankin P, McNeil M, Low C, Mallinson D, Gourlay EM, Child H, Cheyne L, Bunton DC.","PLoS One. 2019 Dec 20;14(12):e0226564. doi: 10.1371/journal.pone.0226564. eCollection 2019.","Cowan K","PLoS One","2019","2019/12/21","PMC6924641","","10.1371/journal.pone.0226564"
"31749645","Integrating Refugee Healthcare Professionals In The UK National Health Service: Experience From A Multi-Agency Collaboration","Butt MF, Salmon L, Mulamehic F, Hixon A, Moodambail AR, Gupta S.","Adv Med Educ Pract. 2019 Oct 24;10:891-896. doi: 10.2147/AMEP.S213543. eCollection 2019.","Butt MF","Adv Med Educ Pract","2019","2019/11/22","PMC6817709","","10.2147/AMEP.S213543"
"31658465","Use of Intraosseous Needles in Neonates: A Systematic Review","Scrivens A, Reynolds PR, Emery FE, Roberts CT, Polglase GR, Hooper SB, Roehr CC.","Neonatology. 2019;116(4):305-314. doi: 10.1159/000502212. Epub 2019 Oct 28.","Scrivens A","Neonatology","2019","2019/10/29","","","10.1159/000502212"
"31423344","How we treat neurological toxicity from immune checkpoint inhibitors","Spain L, Tippu Z, Larkin JM, Carr A, Turajlic S.","ESMO Open. 2019 Jul 31;4(Suppl 4):e000540. doi: 10.1136/esmoopen-2019-000540. eCollection 2019.","Spain L","ESMO Open","2019","2019/08/20","PMC6678012","","10.1136/esmoopen-2019-000540"
"31412332","Guidelines for the Management of Retinal Vein Occlusion by the European Society of Retina Specialists (EURETINA)","Schmidt-Erfurth U, Garcia-Arumi J, Gerendas BS, Midena E, Sivaprasad S, Tadayoni R, Wolf S, Loewenstein A.","Ophthalmologica. 2019;242(3):123-162. doi: 10.1159/000502041. Epub 2019 Aug 14.","Schmidt-Erfurth U","Ophthalmologica","2019","2019/08/15","","","10.1159/000502041"
"31372075","A comparison between auto-scored apnea-hypopnea index and oxygen desaturation index in the characterization of positional obstructive sleep apnea","Levendowski DJ, Hamilton GS, St Louis EK, Penzel T, Dawson D, Westbrook PR.","Nat Sci Sleep. 2019 Jul 12;11:69-78. doi: 10.2147/NSS.S204830. eCollection 2019.","Levendowski DJ","Nat Sci Sleep","2019","2019/08/03","PMC6634301","","10.2147/NSS.S204830"
"31345513","A process-environment model for mentoring undergraduate research students","Hickey JE, Adam M, Elwadia I, Nasser S, Topping AE.","J Prof Nurs. 2019 Jul-Aug;35(4):320-324. doi: 10.1016/j.profnurs.2019.02.001. Epub 2019 Feb 5.","Hickey JE","J Prof Nurs","2019","2019/07/27","","","10.1016/j.profnurs.2019.02.001"
"31291243","Evaluation of the psychometric properties of the HIV Disability Questionnaire among adults living with HIV in the United Kingdom: A cross-sectional self-report measurement study","Brown DA, Simmons B, Boffito M, Aubry R, Nwokolo N, Harding R, O'Brien KK.","PLoS One. 2019 Jul 10;14(7):e0213222. doi: 10.1371/journal.pone.0213222. eCollection 2019.","Brown DA","PLoS One","2019","2019/07/11","PMC6619602","","10.1371/journal.pone.0213222"
